gene,spearman_r,pval
TMSB15A,-0.3173353148538042,0.0
LINC01285,-0.3123411518072624,0.0
MFAP2,-0.29608372995354865,0.0
CTAG2,-0.2946421270566689,0.0
LIN28B,-0.2945682496893029,0.0
SFN,-0.29147098274409144,0.0
SERPINE1,-0.279661124298528,0.0
FABP7,-0.2784228314531202,0.0
HGF,-0.27437494392376893,0.0
TDO2,-0.27252822263274373,0.0
RP11-865I6.2,-0.2710636073152215,0.0
DEFB1,-0.2649097775598236,0.0
STMN1,-0.26363974354932235,0.0
CD70,-0.2624848076782481,0.0
IGKV3-15,-0.26153085883761923,0.0
AIM1,-0.2576194342781352,0.0
TPM1,-0.2560250754705302,0.0
PLAU,-0.25481209900985013,0.0
KYNU,-0.25468491227937823,0.0
ARHGAP22,-0.2501824622366712,0.0
CLCA2,-0.2467554212932222,0.0
S100A8,-0.24670827687007796,0.0
CXCL2,-0.24659955610913376,0.0
RP11-206M11.7,-0.24620792024978433,0.0
CLMP,-0.2445836222471922,0.0
DKK3,-0.24390057176610963,0.0
FGF5,-0.2385031803018114,0.0
IGKV4-1,-0.23439316573128596,7.469335784741298e-303
LINC01605,-0.23224961995023197,3.1784075307053116e-297
NNMT,-0.2287764334455495,3.1678713690150524e-288
IGHV6-1,-0.22738102363832144,1.1850676072995691e-284
ADAMTSL1,-0.22709664122897516,6.29419158400187e-284
MLLT11,-0.22560800747376195,3.790382703433511e-280
FLNC,-0.22356185775955756,5.360096832464001e-275
HMGA2,-0.22329614422888286,2.478655178197042e-274
PITX1,-0.22168318564943867,2.585297780749103e-270
PCDH7,-0.2202802603815017,7.6114591574269436e-267
EMILIN1,-0.21870607167356224,5.559845926634828e-263
APOD,-0.21807663034398284,1.9116331031344225e-261
TMEM119,-0.2176001636365794,2.7614183267424395e-260
RGS20,-0.21758362037872692,3.02934501238218e-260
C6orf203,-0.21536422395180027,7.019177719357082e-255
HMGB3,-0.21407606903552617,8.560578298709656e-252
IGKV3-20,-0.21407057792935716,8.822985237299616e-252
HTRA1,-0.21354314978515626,1.5972350494892854e-250
PTN,-0.20762058739060196,1.2428297856586563e-236
TUBB3,-0.2074902647515455,2.4847917323135264e-236
ATG5,-0.20637933265057393,8.949087513639848e-234
COL1A1,-0.2059136693878755,1.0445525920106285e-232
MT2A,-0.2058241178529453,1.6743780321150068e-232
NT5E,-0.2057356780287792,2.6677044172045064e-232
COL6A3,-0.20501505060833164,1.1772670606537725e-230
TYMS,-0.20405168817968,1.8190200795143918e-228
MMP14,-0.20367678227738545,1.2843369656732809e-227
IGF2BP3,-0.20227309747667319,1.8698060953081563e-224
CTSK,-0.20047097436055064,1.9862962352954955e-220
CCDC80,-0.1999573864266369,2.7437738229687375e-219
RP5-884M6.1,-0.19896325285410965,4.331222482952477e-217
MAP1A,-0.1989098619422486,5.679829655414356e-217
RP11-680F8.1,-0.19550968847125172,1.5183532784369965e-209
ADAMTS2,-0.19539514541145186,2.686377106605189e-209
TMC5,-0.19504011309241293,1.5711742506700717e-208
LOXL2,-0.1942978053537497,6.239473574633299e-207
AKR1B10,-0.19341444681280903,4.890397664212211e-205
SNAI2,-0.19337055845101447,6.070331308145374e-205
COL5A1,-0.1915833242978791,3.857363793110947e-201
CYP1B1,-0.19084550586992577,1.3971491563044284e-199
FRZB,-0.18922054537757443,3.5966496717308526e-196
HIST1H1E,-0.1887408857177545,3.603182325897655e-195
OLFML2B,-0.18816021965278254,5.815377745138151e-194
MME,-0.18721339726950248,5.316111970491004e-192
IGKV1-9,-0.18701533308468074,1.3629392370467618e-191
EGLN3,-0.18480390204844122,4.659176401585614e-187
BGN,-0.18441718861866452,2.85247035776819e-186
LINC00704,-0.1843899508381468,3.2402621014876474e-186
TFPI,-0.18383552825339602,4.320261399811035e-185
COL5A2,-0.18283452229885128,4.543664619594431e-183
SPARC,-0.17963686967389483,1.0899715798508384e-176
CSTB,-0.17868153944090542,8.322608259799099e-175
COL6A2,-0.17759529899344415,1.1172334067791044e-172
S100A9,-0.17696022014622415,1.9312629876416313e-171
HIST1H4C,-0.1768811658553388,2.751564920630316e-171
HSD17B2,-0.17668534577382888,6.608160134189144e-171
ADAM12,-0.1751543045631403,6.020709836167e-168
SOD3,-0.17505865591982098,9.19673442380895e-168
PCOLCE,-0.1745848992200717,7.470714023999168e-167
COL5A3,-0.17408233507975351,6.847801588734177e-166
LGALS1,-0.1736797081997431,4.020531840536158e-165
DBI,-0.1726778037887169,3.228704812338481e-163
RGS4,-0.17153113233916578,4.728016287055381e-161
NEFL,-0.1705878362014713,2.7847411132510474e-159
CSPG4,-0.17028227469944238,1.037436636312383e-158
CXCL3,-0.17022625599517408,1.3199522626404855e-158
KRT6A,-0.1698619906196551,6.30692639966431e-158
SEPP1,-0.16828936058819158,5.184684619327906e-155
NTM,-0.16817297123097516,8.49796710268422e-155
TMEFF2,-0.16750304416751968,1.4502615096782183e-153
LRRC17,-0.1658478801731876,1.525440152851513e-150
DSG1,-0.1656577968920507,3.3761286924533547e-150
COL6A1,-0.16539242578623012,1.0218850835836035e-149
IL20RB,-0.16530102263906485,1.495827443168529e-149
THY1,-0.16419327969610562,1.4884058098890352e-147
IGKV3-11,-0.16370290988937686,1.1287562224485897e-146
IGHV1-46,-0.1634953321979898,2.6559886896877692e-146
RRM2,-0.16344174424550856,3.3119525691866736e-146
SCD,-0.1624955814104592,1.6111414689404893e-144
LBP,-0.16147172668932439,1.0498193448551686e-142
CLEC3A,-0.16070676139510937,2.3364493317109578e-141
LINC00578,-0.1606770874278895,2.634450025750655e-141
FOXS1,-0.1604620879922249,6.282265240878753e-141
COL18A1,-0.16026750614202434,1.377979305054909e-140
AKR1C2,-0.160143426721224,2.272702924728939e-140
MEG3,-0.1589490985780698,2.7487644601125556e-138
IGLV1-40,-0.15850944280838283,1.5909805023741937e-137
PHLDA2,-0.15833722754681262,3.16043549798886e-137
CA9,-0.15569708580179936,1.0641564440237497e-132
PCSK1N,-0.155393777732501,3.483444881914113e-132
FTL,-0.15509916773128526,1.0996075456528793e-131
FBN1,-0.1548361637717576,3.0624684829511276e-131
AKAP12,-0.1540562348430661,6.317857499523285e-130
AFP,-0.1533795097508046,8.619979373603903e-129
SDC1,-0.1526177855260036,1.6097221847408942e-127
CD68,-0.1500119297261034,3.204287532167813e-123
TSPAN8,-0.14871734819766724,4.099744510875686e-121
PCSK1,-0.14856403001739024,7.261616061355737e-121
NOL4,-0.1474458998273765,4.609139770142351e-119
NID2,-0.1474265789554432,4.9504344515699357e-119
OLFML3,-0.14697222566494914,2.648358974037234e-118
PAPPA,-0.14676983856309705,5.580237851811466e-118
CPS1,-0.14617044476772112,5.041226970610976e-117
PDGFRB,-0.14566466219552401,3.20604060927984e-116
FAP,-0.14529548519920024,1.2319041378689975e-115
MUCL1,-0.14507479490373149,2.7498772230532187e-115
S100A7,-0.14466534785030563,1.2158095171283378e-114
SLCO1A2,-0.14444566187742652,2.694329897298607e-114
CENPW,-0.14432060323741122,4.235798247374274e-114
LGALS12,-0.1440254367210348,1.2302176656207237e-113
NRN1,-0.14347103595290162,9.058271313718684e-113
TFF3,-0.14264834430470105,1.7270675900390937e-111
POPDC3,-0.14200695077561565,1.698791486563218e-110
ANLN,-0.14173554122782359,4.455178538637635e-110
FOXC2,-0.1415837526095831,7.632718896483667e-110
IGKV3D-11,-0.14033512019164,6.254747892129339e-108
SLC14A1,-0.1394030007296618,1.6339406329501718e-106
MYL9,-0.13925768565528482,2.7118520223701563e-106
MT1E,-0.13863149427622998,2.391663026814147e-105
IGFBP4,-0.137675671433407,6.506020341416193e-104
DSC2,-0.13761051894272983,8.141987033535307e-104
CYR61,-0.13721923371786648,3.1244296214604787e-103
S100A16,-0.1371480520129012,3.988716117284676e-103
GCHFR,-0.13703999050726784,5.777480573648342e-103
COPZ2,-0.13675539546459908,1.5306565998254222e-102
IGKV1-8,-0.1364141825148365,4.909062038616834e-102
NDUFA4L2,-0.1360062859003682,1.9693199731835993e-101
HMOX1,-0.13525476027307076,2.5177124585228085e-100
DIO2,-0.13522826497579965,2.753640674825881e-100
ACTA2,-0.13461867081843362,2.1515773481401208e-99
IGHV4-39,-0.13455745296651725,2.6435669125797302e-99
SLC7A11,-0.1340579054080494,1.4138762879604076e-98
CDKN3,-0.13404023586939917,1.5000930114604436e-98
CXCL1,-0.13183581634456715,2.2689808091406605e-95
MMP19,-0.13149556165710377,6.946726406192981e-95
CFH,-0.1307814374527466,7.202440101804297e-94
PDPN,-0.13065147502771782,1.1008103116609603e-93
IGHV3-21,-0.13045637354411535,2.0793677547425896e-93
IGFBP6,-0.1304048625560145,2.4591672973418583e-93
RP11-114M1.1,-0.12965616709374364,2.795070931690207e-92
SERPINB3,-0.12870997915236082,5.908790033007093e-91
RP11-283G6.5,-0.1281141032901042,3.989139798282639e-90
CSTA,-0.1269066712039135,1.8592264401928485e-88
NREP,-0.12672922739893078,3.2595596555138705e-88
DCBLD2,-0.12640426161741952,9.094682904186594e-88
LHFP,-0.12615859596611045,1.9719274453795204e-87
CH17-224D4.2,-0.1257231975137352,7.743263808436271e-87
MKI67,-0.1256834718703935,8.770381423609567e-87
MFAP4,-0.1255322337075732,1.4086363983885409e-86
IGHV1-2,-0.12466269423011757,2.123204228312969e-85
KRT17,-0.12444814988867828,4.134264460350984e-85
SPRR1B,-0.12421795161956745,8.440184768595293e-85
CTSB,-0.12402968330034476,1.5115090473135285e-84
IL13RA2,-0.12303563887978,3.2286216913041654e-83
LYNX1,-0.11989540731835081,4.337903807920776e-79
PXDNL,-0.11919732021922129,3.4686788354299596e-78
DIRAS3,-0.1191942449998113,3.500495697595165e-78
FGA,-0.1187771172281551,1.2051490159404695e-77
SERPINB4,-0.11855865481648623,2.2986301967231982e-77
MT1X,-0.11841131968195043,3.550561994210417e-77
IGHV1-3,-0.11700351717727284,2.2002029408920615e-75
S100A12,-0.11589564957303276,5.462661146567708e-74
CRABP1,-0.11542387570476902,2.1247645171338737e-73
HSPG2,-0.11512854833112089,4.9583615578843374e-73
TPX2,-0.112850652924652,3.174336855498315e-70
LINC00473,-0.11264479763801154,5.6551523524132504e-70
FSTL1,-0.11192684225687102,4.2021294255031054e-69
APOE,-0.11178639760917812,6.211457328056004e-69
GAL3ST4,-0.11142140345458221,1.7110595786366496e-68
TAGLN,-0.11139166177671227,1.8580607988020753e-68
TESC,-0.11125821881065501,2.688696408385955e-68
PLPP4,-0.11060697816505459,1.6215447514443726e-67
FAM111B,-0.1105224444530248,2.0458996277380525e-67
PTTG1,-0.11045059541722768,2.4924651777550464e-67
HTRA3,-0.11034464637367389,3.333997833612376e-67
ARC,-0.10953116729135327,3.0822372072756445e-66
RBP5,-0.10919776205588395,7.63203117539033e-66
PEG10,-0.10894212235092479,1.5266540379185743e-65
SLC9A3R1,-0.10892424779583261,1.6023854419380064e-65
VGLL3,-0.10887436137716809,1.8341348888699633e-65
ITGBL1,-0.10867244919916814,3.166591801913854e-65
SULF1,-0.10848225223720664,5.291550735125698e-65
CH17-262H11.1,-0.10805156862782275,1.6867754144473972e-64
TBX2,-0.10717086044490695,1.7794132766639792e-63
LOXL1,-0.10678979156869531,4.901965918596066e-63
PRC1,-0.10643490597141789,1.2554301319272008e-62
MYLK,-0.1058836606139488,5.375986355500355e-62
SDPR,-0.10496057522422127,6.0360507230493396e-61
COL9A1,-0.10401039947004662,7.11414367912269e-60
ANTXR1,-0.10214632941823781,8.41871831571246e-58
DLGAP5,-0.10172458488251203,2.4491603866438184e-57
UBE2T,-0.10160407113043467,3.320343334668399e-57
ACTR3B,-0.1000379792039435,1.6759686288171163e-55
CP,-0.09950741688804281,6.239714483404174e-55
IGLV2-23,-0.09899809230703047,2.189380347968338e-54
GEM,-0.09776099229838385,4.494389946380745e-53
PSORS1C2,-0.09773653511699995,4.769220426833555e-53
ACTG2,-0.09746544994484055,9.198584189458856e-53
SPRR3,-0.09735459964178651,1.2026587577658333e-52
GPC1,-0.09691399324365754,3.479918693496628e-52
KIF1A,-0.09658832096303012,7.608012971328632e-52
RAET1G,-0.09643276175581149,1.1043944401947202e-51
FIBIN,-0.09606119647564536,2.683219344223228e-51
BAG3,-0.0955685688718785,8.659314782896704e-51
SPINK5,-0.09554653360762996,9.123924522474184e-51
EDN1,-0.0952435469927245,1.8695937238030149e-50
FILIP1L,-0.09389327999468941,4.447371642922555e-49
PKMYT1,-0.09311301912157474,2.7189566379798505e-48
CXCL8,-0.09276862787611563,6.01663911720488e-48
IL11,-0.09235106220356083,1.5698960187056996e-47
RP1-90K10.4,-0.09200207325727645,3.4876310005674126e-47
ZNF350-AS1,-0.0917606113546073,6.047929629735901e-47
COL1A2,-0.09173506480939672,6.410085738834415e-47
HIST1H3B,-0.09171391860830784,6.726127547445023e-47
COL22A1,-0.09116962408810289,2.312514624176791e-46
PCOLCE2,-0.09113427735287799,2.50496766847916e-46
SMOC1,-0.09112208190858301,2.5750008069305427e-46
MSX1,-0.09105213701170053,3.0159780338792524e-46
CKS1B,-0.0903809654752428,1.3661027639566891e-45
FZD10,-0.09008945877860151,2.6236296708736267e-45
IGKV1-27,-0.08980437948136706,4.9565706356808405e-45
IGLV4-69,-0.08976705415496054,5.3862825326990274e-45
HIST1H1D,-0.08951907751737806,9.349612379576834e-45
CXCL14,-0.08946093775286898,1.0637768622434872e-44
EDN3,-0.08877747911662741,4.820339671792154e-44
AP000769.1,-0.08867474569446095,6.043383166100282e-44
MAP1B,-0.08856779617182776,7.645242774810317e-44
TMPRSS4,-0.0883563270249672,1.215986763906983e-43
RSPO3,-0.08784971026139192,3.679443672911183e-43
WNT6,-0.0873765499569595,1.0288928971225814e-42
MAPK4,-0.08714039847929742,1.7153502545001796e-42
MYEOV,-0.08688382673954936,2.9843263546571966e-42
HIST1H1B,-0.08672150669519822,4.232787985618002e-42
CENPA,-0.0867160843664183,4.2824454319244786e-42
PRRX1,-0.08662910937556434,5.162937911925767e-42
PLOD2,-0.08639710525376086,8.493945482237727e-42
FAM83A,-0.08615426843075635,1.428215092336526e-41
CREG2,-0.08575288108051478,3.360706281361466e-41
DPYSL3,-0.0856986482746896,3.7714648033036064e-41
KRT19,-0.08558665657242552,4.784366657753767e-41
KCNMA1,-0.08554136822936957,5.267023637433036e-41
BAALC,-0.0852442701512665,9.881914128175088e-41
FN1,-0.08471921978095395,2.9885317495463885e-40
RRAD,-0.08470158351992957,3.101343714234916e-40
INSL4,-0.08461065324485345,3.753746651256977e-40
COL4A2,-0.08448763823087056,4.85841236472593e-40
CEP55,-0.0842526848551717,7.94348917842663e-40
IGKV1-17,-0.08405648475739136,1.1963374602067277e-39
IGHV3-48,-0.08350992436537762,3.724618531720544e-39
TM4SF1,-0.08310011884094579,8.685262562992998e-39
F3,-0.08306769882266736,9.285272641275577e-39
IGLV1-44,-0.08266714941145278,2.1149410832230993e-38
HAS2,-0.08262122212948744,2.3236955169975184e-38
UGT1A6,-0.08248213127825363,3.089216588131189e-38
COL4A1,-0.08216657213972728,5.883634426861941e-38
IGF2,-0.08207195996129894,7.133887074026592e-38
ECEL1,-0.08206018717823269,7.306880624195524e-38
CACNA1B,-0.0814660169831831,2.4376302850101e-37
CNN1,-0.08012979811809762,3.546137741684101e-36
LAMA4,-0.07996828048380121,4.886587467446962e-36
CD24,-0.07937913349189193,1.5651201457703883e-35
S100A6,-0.07933189511468089,1.717594371758349e-35
SLAMF9,-0.07898860844810618,3.369716127863798e-35
PERP,-0.07887163455867362,4.236729672548587e-35
CAPG,-0.07876669358788935,5.201323179279543e-35
DSCAM-AS1,-0.07854501414438214,8.015026657394251e-35
AC003092.1,-0.07845219087517968,9.602429500879483e-35
CARMN,-0.07832987025039069,1.2180181740277161e-34
PIF1,-0.07762052437263804,4.801360586800807e-34
CCDC102B,-0.07752296582074786,5.792562210964507e-34
CTSZ,-0.07706350223740054,1.3975200552699746e-33
CENPF,-0.07673829409751631,2.598424333766935e-33
RP1-276N6.2,-0.07663202970513001,3.1803615507315276e-33
NUSAP1,-0.07639808314382451,4.9575934703023975e-33
IGHV3-73,-0.07635400192770056,5.3892977553267815e-33
CTA-392C11.1,-0.07630997575777096,5.857702538219523e-33
AC233755.2,-0.07593164813008954,1.1964707942755706e-32
IGHV3-23,-0.07589204190731509,1.28909405211686e-32
ABI3BP,-0.07573664348318665,1.726542599345851e-32
ENPP2,-0.07550329067892635,2.674467094952791e-32
IGKV1D-39,-0.07512710615837774,5.400054736193696e-32
KRT4,-0.07511937306439882,5.4784196998367e-32
SRPX,-0.07454120911564033,1.6019550402404081e-31
CASP14,-0.07438394350606527,2.1418248676743534e-31
CTGF,-0.07437651773325148,2.1713666977787884e-31
RP11-369C8.1,-0.07437379954319684,2.1822812639223483e-31
RP11-235G24.1,-0.07385280854133347,5.686089529156143e-31
SCG2,-0.07373570625624191,7.045218235283137e-31
TSPAN7,-0.07341417504580372,1.2668121008454463e-30
SNCG,-0.07301762323844986,2.6028967586614274e-30
RASSF4,-0.07291933802023251,3.1096370960623252e-30
APOC1,-0.0729109390470454,3.1572323577087015e-30
SLC26A9,-0.07271299361973388,4.5139888428916e-30
CCNA2,-0.0723781111814205,8.246333097735903e-30
AKR1C1,-0.0716575970540995,2.9870575965513734e-29
NOTCH3,-0.07134471587535039,5.202920521890646e-29
CALCRL,-0.07129844808324831,5.646728770613762e-29
SERPINF1,-0.07013455795648192,4.350343323212597e-28
KRT6C,-0.06982333780860542,7.467454754041337e-28
AK5,-0.06981547901909957,7.569800375040907e-28
KIT,-0.0696545645816231,9.999723907678063e-28
LINC01419,-0.06942034372930259,1.4978738111452803e-27
RBP4,-0.0690442229511541,2.857924475507353e-27
ALPL,-0.06888826565543048,3.73204166824194e-27
ANGPTL4,-0.06881313365201987,4.243127187702668e-27
IER5,-0.06878408616028851,4.458819166371582e-27
IGHV3-74,-0.06871639955140757,5.004526820061981e-27
IGHV1-18,-0.06864739038190555,5.629054986387139e-27
SGIP1,-0.06846255057908598,7.70870071622617e-27
COL3A1,-0.068322995748064,9.768584175581135e-27
BPIFB4,-0.06829780928425358,1.0194632861166849e-26
RP11-362F19.1,-0.06789441816098248,2.0155179206959868e-26
BASP1,-0.06771267113766637,2.7364468024632743e-26
GPR87,-0.067601891764407,3.295785283558162e-26
ACKR4,-0.06734993542325833,5.025482770584319e-26
CCL28,-0.06718427501969897,6.626341040326365e-26
CRYM,-0.06699118518904808,9.138704415230799e-26
CHI3L2,-0.06697324885488598,9.415275122800904e-26
IGHV4-61,-0.06665977141048283,1.583360533632852e-25
HPGD,-0.06654694269793186,1.9079852148532348e-25
ABCC9,-0.06635644993552363,2.612242153423485e-25
HMMR,-0.06632094820001896,2.7694805580546036e-25
COL14A1,-0.06579525281980732,6.557101744504581e-25
MIR503HG,-0.06544090873398774,1.1677565664360117e-24
PRR27,-0.06536625249824998,1.3182215267740263e-24
CHAC1,-0.06457435594563044,4.727696288275631e-24
UBD,-0.06453633013089222,5.024759322476963e-24
ALDH1A3,-0.06444191656865877,5.8446663270362134e-24
CSRP2,-0.0643769528152711,6.484446297177438e-24
IFNL1,-0.06354069467813461,2.446702625764317e-23
PRSS2,-0.0632641447293587,3.781440583433314e-23
RCAN1,-0.0632091566494041,4.122448416830916e-23
WISP2,-0.06314448622350784,4.56262317583029e-23
TGFBI,-0.06294339730156029,6.250716797581765e-23
TNC,-0.06277433410889263,8.138381942630333e-23
IGHV3-7,-0.06264021586766652,1.0028601916322274e-22
RPL22L1,-0.062296394158604926,1.709569582904897e-22
ELN,-0.06213289683841738,2.2008963229075204e-22
ITGA1,-0.061815047687662106,3.5898256237773397e-22
GALNTL6,-0.06123885939521381,8.659583706825047e-22
NQO1,-0.06089221238867483,1.4651031967205923e-21
TMEM45A,-0.060780081884494255,1.7356656101340557e-21
RCN3,-0.060694350411226325,1.9753606495312917e-21
BIRC5,-0.060414885383512494,3.00772714851576e-21
TM4SF19,-0.060286949578795726,3.643758864616787e-21
ALDH1A1,-0.060256727022469314,3.812457289544541e-21
LRRC10B,-0.059631664576141254,9.672490109268005e-21
RP11-554I8.2,-0.059561324770934565,1.0734425143947727e-20
C1QL2,-0.05881953750123103,3.1964806024295807e-20
DDC,-0.05858348820804273,4.510723685041887e-20
RHOV,-0.05802496884921737,1.0134396342397558e-19
LINC00393,-0.057757187349914786,1.4899568600506542e-19
IGHV3-43,-0.057741247377738336,1.524448990230232e-19
C2CD4B,-0.0570712855722074,3.966622463663603e-19
IL6,-0.057034618594568535,4.17842986249125e-19
PLPP1,-0.056440790444937515,9.658546407229991e-19
SLAMF8,-0.0564069687111555,1.012803381572995e-18
CCL26,-0.056364062444030145,1.0756173818839108e-18
FAM72B,-0.05621202534973371,1.3307636722795332e-18
IFNL2,-0.0556151942247509,3.052262156872499e-18
NUF2,-0.05559762647623724,3.127350420169041e-18
EDN2,-0.055584216402712966,3.18589255586914e-18
ZWINT,-0.055351096089763116,4.394879797703881e-18
PF4,-0.05521747382798028,5.2816667757605786e-18
MMP2,-0.05501184207022893,7.00233176778945e-18
ASPM,-0.05497909588349461,7.323261331579572e-18
TIMP2,-0.0549413843610885,7.710868902871519e-18
GJC1,-0.05474736589895131,1.0048529189858588e-17
ZP2,-0.05433420959202074,1.7605998543509625e-17
MPZ,-0.05398402203151533,2.822815569238859e-17
PLK1,-0.053875942830692455,3.26359751226945e-17
SQLE,-0.053844104685530594,3.4059306335720073e-17
RP11-527N12.2,-0.05374835695870057,3.871904008397548e-17
SCGN,-0.05369687642863023,4.147883553462975e-17
CFHR1,-0.05331508373982167,6.89781496247825e-17
IGHV2-5,-0.0533075631891332,6.967019638758995e-17
DNASE1L3,-0.052958154139859,1.1061565848071518e-16
FMO2,-0.05253151863009564,1.9373523440377741e-16
FMO1,-0.05225325437730729,2.7855988165854165e-16
PRSS35,-0.05155437177221091,6.877155124000759e-16
F13A1,-0.05146595330272948,7.703647476965429e-16
LINC00520,-0.051272788901625975,9.864739975837994e-16
SSX1,-0.05073217140214958,1.9613031480015214e-15
CX3CL1,-0.050445080200874244,2.816983495805134e-15
PBK,-0.05007472688646703,4.480648574155706e-15
IGHV3-64,-0.04997460352882622,5.076707500270138e-15
FAM150B,-0.04994563982429277,5.26324189481693e-15
ACTL8,-0.04993110047744647,5.3594064498647615e-15
GTSE1,-0.04980428562201675,6.274914303569564e-15
IGHV3-30,-0.04932875950702195,1.1295932657178937e-14
TNNT3,-0.04920011447994989,1.3230697850532411e-14
PF4V1,-0.04908159490521931,1.5299763852866744e-14
KCNE4,-0.04873695650201719,2.3298862658573407e-14
PLXDC1,-0.04838058228833185,3.5882880800819475e-14
IGLV3-21,-0.04807928577512108,5.1571434117633924e-14
DAB2,-0.04785202529528151,6.770038453200032e-14
CENPE,-0.04778166980140541,7.363218467964644e-14
CCNB2,-0.04764461909624784,8.669086668810987e-14
CYP2B6,-0.047478010301669954,1.0565862339866221e-13
CTC-573N18.1,-0.04745938205794114,1.0801762914094502e-13
TNFSF15,-0.047233477997606035,1.4109045193006623e-13
IGKV2-30,-0.04699306939510451,1.8722271512700474e-13
BBOX1,-0.04680026725976844,2.3466617196472694e-13
SLCO2A1,-0.04658878771050987,3.0032742354353565e-13
HSPH1,-0.04646430088685635,3.4709249114774423e-13
CXCL6,-0.046345536442393795,3.983404131703832e-13
TMIGD3,-0.04625961214784585,4.399799346071273e-13
IL1B,-0.04617952965524997,4.826205742792717e-13
IGKV1-5,-0.046042454550687215,5.652131720240857e-13
GS1-600G8.5,-0.04594572611706551,6.316931492845643e-13
SPANXN1,-0.04591521843332841,6.542103589028482e-13
RP11-338I21.1,-0.04589385068150688,6.704488216781568e-13
IGKV1-39,-0.0458523324936974,7.031398423384169e-13
CES1,-0.04584750551615828,7.070406246041176e-13
DERL3,-0.045567234703884574,9.739371917894337e-13
KRT79,-0.04546614772288685,1.0926812738631367e-12
GBP1,-0.04534174523510548,1.2584395864736385e-12
ID3,-0.04526993013639082,1.3651112081929696e-12
IGFBP5,-0.04522949068708169,1.4290317180719284e-12
BPIFA2,-0.04497196482761542,1.9107282309179175e-12
IGKV2D-29,-0.04487528589188291,2.1300028937430747e-12
CKB,-0.04471325137963224,2.55408946485042e-12
IL20,-0.044487411625683364,3.2861205671525897e-12
RP11-371A19.2,-0.044364384826293964,3.767730839173064e-12
CREB3L1,-0.04415908444900869,4.729806795216637e-12
SUGCT,-0.0441003315869607,5.04691638950901e-12
ADAMTS4,-0.04408565845908083,5.1293093812686264e-12
LINC01133,-0.04407777921715794,5.1740957170505406e-12
SLC18A2,-0.04400591632461904,5.600664246461471e-12
PDZK1,-0.043986106880136225,5.724189160808016e-12
CLU,-0.043966571855277616,5.848616338026252e-12
SLC34A2,-0.04367321958110748,8.068914335116686e-12
CDK1,-0.04366898355601771,8.106374472302973e-12
TOP2A,-0.04360846661233034,8.660515196154016e-12
MIR155HG,-0.04355077943919914,9.223212454441168e-12
IGKV1D-13,-0.043327281561863024,1.1761704830688406e-11
FCGR2A,-0.04331078723019774,1.1974075780422188e-11
SERPINB13,-0.04300683197999431,1.663211675855603e-11
IGLV1-47,-0.042942359913507436,1.782757644348596e-11
IGLV3-1,-0.04275799208364309,2.1729787038993755e-11
CDCA8,-0.042718346225244536,2.267222577441574e-11
MRC1,-0.04226851478605923,3.660581929618246e-11
KCNE5,-0.042029060465372435,4.714523765135191e-11
IFNL3,-0.042008432721772626,4.8181019379572564e-11
LINC00707,-0.04182494181435608,5.84299486402411e-11
MESP1,-0.04173774391054218,6.402002242262711e-11
RP11-394O4.5,-0.041681212454150525,6.79201308145576e-11
TF,-0.041636327090186796,7.118138968949777e-11
RP11-706C16.7,-0.04131815759202211,9.91151124810835e-11
CYP4Z1,-0.041299933529541685,1.010049892028957e-10
FAM26F,-0.04092956037103773,1.4801333163447695e-10
TFAP2D,-0.04082582004480856,1.6463715688908932e-10
IL1A,-0.040751584329321765,1.7763904728062603e-10
IGKV6-21,-0.04063505713061383,2.0009610361163166e-10
LZTS1,-0.04015159138998852,3.2675619342571e-10
SLIT3,-0.04009891776990738,3.445727936554586e-10
SOX14,-0.04004735378638017,3.6293121906049417e-10
C5orf66-AS1,-0.039973848779330336,3.907617734207959e-10
TRBV12-4,-0.03995019491665915,4.0015281861097604e-10
IGFL2,-0.039902269709927135,4.1986030525139565e-10
