gene_symbol,ig_mean,n_cells,ig_rank
RAB18,0.0045706673214832945,18,1638
AP2M1,0.0045683819786360375,49,1639
WBP11,0.004567521711578593,10,1640
NBN,0.004564276721794158,12,1641
DCUN1D5,0.004560849063896707,28,1642
SNX3,0.0045570850688298895,35,1643
NUDCD1,0.004551595114753582,10,1644
PPP1R2,0.004549012272892629,17,1645
DECR1,0.004546723588753273,17,1646
SLC9D1,0.00454655949336787,12,1647
PSMG2,0.004540258555524898,22,1648
EXOSC4,0.0045398227145932125,19,1649
SEC23B,0.004536346537255061,12,1650
HBS1L,0.004532029376026581,11,1651
ANTKMT,0.0045307738303866545,24,1652
RNF7,0.004529489927335817,32,1653
DNAJB11,0.00452368903864661,23,1654
MPHOSPH10,0.004521426790312905,23,1655
TRIM47,0.004518909589387476,15,1656
PDCD2,0.004518738241379403,22,1657
ARL4A,0.004518696867550413,15,1658
MRPS16,0.004517756718476968,35,1659
HSPA14,0.004516898636939004,10,1660
DLAT,0.0045155427690284945,15,1661
RAB6A,0.004509922549914336,16,1662
SLC25A3,0.004509445434486421,51,1663
PHYH,0.004507023375481367,10,1664
TRAP1,0.004504752255540908,23,1665
RABAC1,0.004503129502653235,31,1666
TMED9,0.004501420096494258,20,1667
MCFD2,0.004498481640789228,26,1668
PSMB1,0.004497189021397692,24,1669
TPGS2,0.004495016207718956,14,1670
POLR3H,0.0044842961625280705,11,1671
COMTD1,0.004477765135975046,11,1672
DTWD1,0.004474208864849061,10,1673
IMPA2,0.004473131519797093,17,1674
CDIPT,0.004465787894635771,12,1675
RAB11A,0.0044620557951189025,27,1676
KDELR2,0.004457696199391944,74,1677
CLPP,0.004455966215270261,12,1678
VPS28,0.004455513193864714,22,1679
ST13,0.004451974260586279,27,1680
UFM1,0.00444752410736068,21,1681
AGTRAP,0.0044474284827279355,13,1682
AK2,0.004446474338405288,38,1683
COPS6,0.0044435817981138825,23,1684
FAM174A,0.0044415255213001124,15,1685
LPCAT3,0.004441043631893329,11,1686
CRAT,0.0044314445778062305,14,1687
NDUFS2,0.004429425779645416,22,1688
PSMD7,0.0044224219851788475,22,1689
ACTL6A,0.004421067240540511,13,1690
NDUFAB1,0.004421052273391979,60,1691
H2AZ2,0.004419048803780848,30,1692
CD63,0.004418392172859361,30,1693
COPS5,0.0044170804801123105,17,1694
MMP24OS,0.004416995364325968,11,1695
BTF3,0.004414791574476865,29,1696
VDAC1,0.004405201479953359,42,1697
DAP,0.004405090869113337,32,1698
TMEM14A,0.004402065880747293,34,1699
SEC61A1,0.004400071430219603,14,1700
PAPOLA,0.004393210523680004,37,1701
SMYD2,0.0043810375966131685,10,1702
PRKCSH,0.0043797482154332105,10,1703
CDK2AP2,0.0043681277112275554,19,1704
MRPS12,0.004365384385561232,22,1705
ATP5MC2,0.0043635944879250755,59,1706
ENY2,0.004358646897966729,38,1707
NIPA2,0.004357283275264005,12,1708
ARPC5L,0.004355037464605024,15,1709
CD320,0.004353751568123699,10,1710
NFU1,0.0043501475804739375,11,1711
PUF60,0.004344272045677321,18,1712
CCT4,0.004334719423615538,34,1713
ACTN4,0.004330452104719977,12,1714
RAB1B,0.004328735400728571,12,1715
PPP1CA,0.004328399186223661,22,1716
DALRD3,0.004326512036972086,11,1717
NIP7,0.004323515288818341,13,1718
MRPL24,0.004315947668209415,29,1719
NUTF2,0.004308581338652099,30,1720
NQO1,0.00430515268817544,32,1721
FBLIM1,0.004301757652270185,11,1722
B3GAT3,0.004301217803731561,10,1723
CNOT7,0.0042986305973803,18,1724
PGM1,0.004295453776527817,15,1725
KLHDC9,0.004291043303965125,16,1726
CIAO2A,0.004289418552070856,20,1727
KDELR3,0.004289386338581715,17,1728
RBBP4,0.004286163160577417,15,1729
PPP1R16A,0.004282206535043026,11,1730
KNOP1,0.004276476986706257,10,1731
LAP3,0.004274440451990813,10,1732
SCCPDH,0.004271487484621848,29,1733
NTHL1,0.004265774174460343,14,1734
PRPF19,0.00426393257221207,10,1735
SRSF11,0.004263849983758786,17,1736
BRK1,0.004262768430635333,65,1737
CSRP1,0.004256045311194612,16,1738
ARMC10,0.0042551267900059675,44,1739
TATDN1,0.004251822818159347,21,1740
ARL16,0.004249689631465384,17,1741
DCTPP1,0.004245219832932156,31,1742
NUDT21,0.004242817005433608,24,1743
EMD,0.004241568829691518,31,1744
JOSD2,0.004229068513571595,12,1745
LYPLA1,0.004228737210810539,21,1746
PIGP,0.004226443928200751,10,1747
DNAJA4,0.004225923020082216,12,1748
MTX1,0.0042256050743162635,10,1749
LOXL1,0.004223101095042445,11,1750
SNX17,0.00422275546588935,12,1751
ZFAND1,0.004221269844988869,11,1752
IMPDH1,0.004220827153640921,23,1753
BAG3,0.004219305582492697,22,1754
CDC37,0.0042167584353592245,20,1755
BCCIP,0.004216523151486539,13,1756
HIBADH,0.004211835254234477,13,1757
OTUB1,0.004206641048023646,11,1758
RPL26L1,0.004203922988381237,10,1759
CSE1L,0.004198903404176235,10,1760
ADI1,0.004198317595926876,22,1761
NET1,0.004196854149146626,45,1762
PSMD12,0.004194519684339563,15,1763
CCT8,0.004192761012486049,14,1764
LTBP3,0.004190941318354037,14,1765
CYB561,0.004190099179350699,26,1766
POLD2,0.004189870802552572,28,1767
PTRHD1,0.004185420627306614,21,1768
MGST3,0.004185022706594081,59,1769
EMC4,0.0041840712889097634,20,1770
CHMP2A,0.00418392926632591,17,1771
COX7A2L,0.004179102673987744,57,1772
C11orf58,0.004178982144367183,16,1773
HEBP1,0.004172318414526267,18,1774
EIF3B,0.004172016674419865,10,1775
ALKBH3,0.004169273488514591,12,1776
RNF114,0.004169214016723412,27,1777
PCYOX1,0.004169122519670054,10,1778
GGH,0.0041690168686078066,14,1779
PLA2G12A,0.00415653339587152,14,1780
RNASEH1,0.004138945834711194,11,1781
COPS7A,0.004137743170657713,18,1782
NAT9,0.004129726450297643,11,1783
DCAF13,0.004125660613433204,11,1784
EIF4A3,0.004119335320865503,24,1785
CD2AP,0.0041190755640855056,10,1786
SEC63,0.004117482028959785,16,1787
MRPS26,0.004116555443033576,23,1788
AFMID,0.004114212485243722,18,1789
WASF2,0.004113620608113706,25,1790
PFKL,0.004113374976441264,13,1791
P4HA2,0.004110393940936774,10,1792
UBE2T,0.004109773377422243,11,1793
G6PD,0.0041038132289291495,14,1794
SFT2D1,0.004102431112966899,14,1795
GHITM,0.004102302081512541,22,1796
WDR45B,0.004098438473495965,21,1797
SPG21,0.004096205625683069,25,1798
MPV17,0.004091946176938816,18,1799
TRIP6,0.004088471344070191,41,1800
TMEM167A,0.004088154292813587,22,1801
RTL8A,0.004083278464597904,22,1802
FKBP10,0.004080022830748931,10,1803
TMEM126B,0.004079241323971043,19,1804
MRPS25,0.004077664550012824,11,1805
PSMB7,0.004062147723743692,21,1806
CERS2,0.0040558026680214835,11,1807
PEBP1,0.004054711925752652,68,1808
RWDD4,0.0040511907980544494,10,1809
CARD19,0.004051100579090416,15,1810
TAP1,0.0040407309085518745,24,1811
MRPS11,0.0040401490732620005,12,1812
FAM114A1,0.0040395420139909466,11,1813
ADIPOR1,0.004039242550788913,40,1814
NDUFS8,0.004035373463172137,34,1815
ADRM1,0.00403320433192507,27,1816
TUSC3,0.004032447841018439,15,1817
CLTA,0.004030993246045467,37,1818
LTAP1,0.004029765546518177,51,1819
EXOSC3,0.004026230075396597,12,1820
UBE2V2,0.0040190952325550216,21,1821
RTL8C,0.004016695327923766,14,1822
POLR2C,0.004013190585696561,11,1823
MAZ,0.004011896171141416,10,1824
COPB2,0.00400992986926047,22,1825
POLDIP2,0.004003769406283807,14,1826
CAPN2,0.00400255851491238,32,1827
GDI1,0.003999608117737807,10,1828
DYNC1LI2,0.003990975979832001,16,1829
MALSU1,0.003984046139521524,23,1830
SUPT16H,0.003978678700514137,15,1831
SPR,0.003975735298202683,15,1832
VPS35,0.00396942671116752,30,1833
DPCD,0.003967033272298674,15,1834
GINM1,0.003965532740535723,11,1835
TIMCC,0.003964568687332494,31,1836
NUCB1,0.0039640593458898365,12,1837
PPP1CC,0.003959025766772146,13,1838
GET3,0.003958991181571036,20,1839
WDR1,0.0039585426433900875,11,1840
RNF19A,0.003957193260165778,11,1841
NUDT5,0.003955125753741918,36,1842
GRSF1,0.003953096729032148,17,1843
ZDHHC16,0.003951970192317206,13,1844
MZT2A,0.003949289696968414,11,1845
TNFRSF1A,0.003947599060748788,11,1846
PAK2,0.003942685985627274,15,1847
ELP2,0.003924416250083595,10,1848
TESMIN,0.003918768942821771,15,1849
ARPP19,0.003914412325964524,13,1850
POLE4,0.003911573905497789,10,1851
MRPS34,0.00390848629319166,49,1852
LCMT1,0.003901529071542124,15,1853
DYNC1H1,0.003898957322235219,12,1854
PEA15,0.0038945455400442534,11,1855
C1D,0.003892466674397628,26,1856
FASTK,0.0038922511041164396,10,1857
HACD2,0.0038874257588759065,15,1858
REX1BD,0.00388558252598159,11,1859
HSPA5,0.003881349810399115,19,1860
BANF1,0.0038803927454864606,36,1861
CALM3,0.003876863879018596,14,1862
RAB4A,0.0038727866869356312,44,1863
NOB1,0.003871469166673099,12,1864
AMZ2,0.00386164675685851,17,1865
MRPL15,0.003859530240085653,22,1866
CYSTM1,0.0038560861475371686,13,1867
AAMP,0.003855672269959801,14,1868
FAHD2B,0.003852979268413037,10,1869
NTAN1,0.0038490355530354592,14,1870
SHISA5,0.0038384181948808525,13,1871
CCDC25,0.0038381383097397964,14,1872
GPAA1,0.0038368261367496517,27,1873
SLC39A7,0.0038313758601101915,14,1874
TMEM50B,0.0038291431847028434,16,1875
ELOB,0.003828508065669753,42,1876
MEAF6,0.0038250101195579328,27,1877
SMS,0.0038242944195217483,33,1878
IMP3,0.0038242881463912246,13,1879
SUMO3,0.00382235546130687,45,1880
CSNK1D,0.0038218602661372106,17,1881
POR,0.003812502975611446,13,1882
SNX6,0.003811304899863899,10,1883
AKR1A1,0.003809567013134559,15,1884
HDAC1,0.003807678867209082,12,1885
HOOK2,0.003805515803729317,35,1886
MTHFD2,0.003803500239478631,27,1887
ELAVL1,0.0037998532333100837,15,1888
JMJD8,0.0037962323054671287,10,1889
ORMDL1,0.003792702119839801,11,1890
C5orf15,0.0037867060587318106,11,1891
CEBPG,0.003776891389861703,10,1892
MCUR1,0.0037736071753897704,28,1893
RAB1A,0.0037708294602405083,19,1894
DPP3,0.003758099547121674,10,1895
POLR2J,0.003756702158716507,20,1896
DNAJC9,0.003754216729878233,13,1897
HSPA9,0.003753833269001916,18,1898
FAHD2A,0.0037519432265650144,11,1899
RAC1,0.0037442629982251674,56,1900
NDUFB7,0.003743182140897261,40,1901
FAM177A1,0.003738211568755408,15,1902
SMIM12,0.003738133151693126,13,1903
COQ8A,0.003735507989767939,10,1904
GTF2H5,0.0037307054613177713,19,1905
CD276,0.0037304388189857655,11,1906
BCAP29,0.003729858735683732,26,1907
OLA1,0.003727239940251986,22,1908
TRAM1,0.003725899199847705,13,1909
RER1,0.003719517439259851,22,1910
NMB,0.0037191862783705195,15,1911
ALG3,0.0037026997194446335,26,1912
PHKG2,0.003701593476580456,10,1913
NOP2,0.003690059952945872,11,1914
CWC15,0.003686497597733424,21,1915
EEF1D,0.0036830460467638495,39,1916
PDCD10,0.003680881214677356,14,1917
SCAND1,0.0036804341245442627,15,1918
EIF3I,0.0036792662616915487,29,1919
SYPL1,0.0036759668374933036,28,1920
TIPRL,0.0036700521780982276,22,1921
TMEM230,0.0036681503212700286,30,1922
FNTA,0.0036677176831290126,11,1923
KDELR1,0.0036647997124722074,48,1924
LAMTOR2,0.0036590440295791874,30,1925
ARL1,0.003658016837160925,17,1926
CHLSN,0.0036550022115738228,29,1927
HLTF,0.0036490561382379384,10,1928
CHCHD1,0.0036429121670232194,23,1929
HM13,0.0036391341515506306,21,1930
SLC25A1,0.003637221476406251,19,1931
SPINT1,0.003636889030329055,18,1932
GTF2I,0.003622180538844656,11,1933
RAB10,0.003620280357103588,18,1934
CHMP5,0.003617723850766197,14,1935
DNAJC2,0.0036107800435274838,25,1936
RSF1,0.00359999955773154,14,1937
TCEA1,0.0035987635894257223,42,1938
EIF4E2,0.003589374561622543,19,1939
PDXK,0.0035872220016446793,18,1940
FARSA,0.0035839972710660236,11,1941
SRPK1,0.0035657357768199985,21,1942
EPN1,0.0035621573424577946,16,1943
HEXB,0.0035614733261844288,13,1944
HIKESHI,0.00355998104152439,22,1945
ACBD3,0.003554404482680471,19,1946
TMEM106C,0.003551806460434039,14,1947
AAMDC,0.003550092577755165,13,1948
SSU72,0.0035491204080244643,32,1949
TMEM248,0.0035421226057223976,14,1950
SNRPE,0.0035399540573255056,45,1951
DHCR7,0.003539266197809151,21,1952
GON7,0.0035327101184520872,10,1953
UROS,0.0035292029120575857,17,1954
BAG5,0.003528235189151019,12,1955
SH3BGRL3,0.0035264552041718907,11,1956
POLR2H,0.0035246495564933865,20,1957
SLC35H1,0.0035186494351364672,10,1958
KDM6B,0.003517333167837933,10,1959
MRPS6,0.003515015595789569,13,1960
SMIM29,0.003504475714483609,12,1961
NECAB3,0.0034937715569797615,13,1962
PSME1,0.003486436908133328,13,1963
DUSP3,0.00347570876571505,12,1964
ERO1A,0.003474920551525429,10,1965
NDUFA5,0.0034695241580872485,36,1966
CTTN,0.0034688562419350174,11,1967
UQCRC1,0.0034680486511206253,20,1968
SCOC,0.0034668564941966904,10,1969
ICMT,0.003465097259322647,16,1970
TMEM208,0.003464138199342415,15,1971
EXOSC5,0.0034565380986102605,11,1972
TIMMDC1,0.0034522001195000486,20,1973
RRP7A,0.0034454195061698555,10,1974
MTCH1,0.0034449399229387104,46,1975
MRPL57,0.003444661881076172,15,1976
STK32C,0.0034336097804563387,14,1977
CMPK1,0.0034328479827805,11,1978
ARRDC1,0.003429320885334164,10,1979
YIPF6,0.0034264709684066474,10,1980
COA3,0.003426293687784652,19,1981
TMED2,0.0034228638938987965,44,1982
ACAT1,0.003410413092933595,15,1983
CHPF,0.003403240128439696,12,1984
HDHD3,0.0033962458255700767,10,1985
C11orf24,0.0033955267805140465,10,1986
EID1,0.0033937684929696843,12,1987
PRPSAP1,0.0033911176183859686,14,1988
GNB2,0.003390954119031844,69,1989
SELENOF,0.003380487637164501,13,1990
TIMM50,0.0033735075017570387,14,1991
RCN2,0.003367330730220096,18,1992
TMEM87A,0.0033666124334558846,25,1993
TMEM106B,0.003366146173972923,13,1994
SDF4,0.0033620586909819394,22,1995
PTGES3,0.003361840444591103,36,1996
DYRK4,0.0033597241748463025,11,1997
CHMP1B,0.0033565766527317463,10,1998
RDX,0.003346957506922384,15,1999
EMC7,0.0033448440954089165,16,2000
TM7SF3,0.0033345577128998495,17,2001
STEAP1,0.0033332622901070864,10,2002
TK1,0.0033325738259009086,16,2003
PDLIM7,0.003329282541843978,11,2004
BAIAP2,0.0033209416741395697,17,2005
BTF3L4,0.003317351672693246,31,2006
PPP2R1A,0.0032888351396347087,15,2007
TRAPPC1,0.0032887121890850654,13,2008
VMA21,0.003288655076175928,11,2009
RTF1,0.0032882985426113008,10,2010
SUMO2,0.0032826512083374837,64,2011
RNF187,0.0032749371059859794,15,2012
MRPL37,0.0032568400694379727,26,2013
MRPS33,0.0032549230535024484,19,2014
ITM2B,0.003244253551860436,29,2015
CRTAP,0.003224962496287411,21,2016
MCTS1,0.0032199791651995233,12,2017
ADISSP,0.0032135289155929866,18,2018
SLC66A3,0.003201804202175341,13,2019
GTPBP3,0.003201370849274099,10,2020
SNRPD3,0.0031996346850697273,23,2021
EXOSC7,0.0031920589866455307,11,2022
TSEN34,0.0031727971700092894,32,2023
RAD23A,0.003150663229462225,44,2024
SMARCA4,0.0031482138292631134,12,2025
COMMD2,0.0031393152114885326,14,2026
PSMG3,0.0031392766050933126,38,2027
NUDCD2,0.003134597870732912,11,2028
GTF2A2,0.003132024095167354,36,2029
MORN2,0.003125660187797621,25,2030
ANAPC13,0.0031089885470767815,15,2031
HAGH,0.0031039781509510553,12,2032
RTF2,0.003095896119842879,13,2033
GMPS,0.0030953998470471967,18,2034
RHOD,0.0030947834633192734,19,2035
LSM12,0.0030904205755527634,13,2036
SUCO,0.003084124970393112,13,2037
DTD1,0.003082160821317562,14,2038
OCIAD1,0.003062137820630927,11,2039
TMEM167B,0.003040292841615155,10,2040
TADA3,0.0030384272511582823,10,2041
PRDX3,0.003035670549143106,25,2042
DGAT2,0.0030301338410936296,18,2043
CUEDC2,0.00302080240693282,11,2044
NDRG2,0.0030206470226403328,10,2045
TECR,0.0030119848182752124,37,2046
SHARPIN,0.002989009621420077,14,2047
PPIF,0.002988910139538348,10,2048
TRIM11,0.002977133565846915,11,2049
FBXO2,0.0029738238688720308,23,2050
MAGOH,0.0029678475519176574,20,2051
PRMT1,0.002964180993491455,17,2052
FEZ2,0.002960649109445512,10,2053
LRRC42,0.002960196026833728,11,2054
WIPI1,0.0029550280932408688,13,2055
UFD1,0.0029443305551963435,11,2056
SEC11A,0.0029435287181210396,30,2057
PCBP1,0.002943103587116442,37,2058
RPL27,0.002932969484508278,31,2059
SYNGR1,0.0029317393782548606,16,2060
PCYT2,0.002919554756954312,10,2061
PSMD3,0.0029181102727307007,16,2062
ERI3,0.002903748204356388,17,2063
SDF2L1,0.002882370822286854,24,2064
SLBP,0.002878309483639896,10,2065
ING4,0.0028722900050607595,11,2066
MCRIP2,0.0028697950210698764,32,2067
PLOD3,0.0028615396429533856,13,2068
ESD,0.0028574994703376433,16,2069
MRPL48,0.0028461116685152606,27,2070
FDX1,0.0028417101784725673,16,2071
CYC1,0.002841156489654061,34,2072
GLT8D1,0.002833692653803155,10,2073
CKAP4,0.0028274583497217725,21,2074
VGLL4,0.002824800152059955,12,2075
CRELD2,0.002823325221050674,13,2076
MBOAT7,0.002814053227969756,12,2077
ARHGDIA,0.0028118271569837817,20,2078
TIMM8B,0.002808092787112717,23,2079
IFT25,0.002804575271015479,11,2080
RAD21,0.0027845004806295037,15,2081
TRIM27,0.002782113171633682,16,2082
PSMB2,0.002775070047041831,39,2083
BSPRY,0.002767932326109572,11,2084
PLOD1,0.002760413591749966,10,2085
YDJC,0.002751046997638276,13,2086
CALU,0.0027468573200476773,47,2087
AKR7A2,0.0027435836236691102,20,2088
ARPC5,0.0027270499547459902,13,2089
ADSL,0.002726218438640769,14,2090
NDUFB11,0.0027041253686713226,22,2091
TPBG,0.002686975143240908,13,2092
TMEM179B,0.002664504620234335,19,2093
LMAN1,0.0026641558044879087,29,2094
DDX39A,0.002648121346003161,13,2095
RBX1,0.0026424047944601627,20,2096
IL17RC,0.002639735054055398,11,2097
DHCR24,0.0026339187794032375,14,2098
SUN1,0.002619680215138942,15,2099
MYL12B,0.0026153851037949553,49,2100
ARL6IP5,0.0026046500825032126,16,2101
SPHK1,0.002592135495173612,14,2102
MESD,0.0025629336775567094,13,2103
MAGEF1,0.0025557267631833944,13,2104
TMEM263,0.0025376722963604457,12,2105
CMAS,0.0025210031686583533,30,2106
ZDHHC4,0.002515610588307027,20,2107
COPE,0.0025056544854305685,25,2108
MRPL13,0.0024806742180122194,28,2109
BUB3,0.002480171223093445,18,2110
NDUFA10,0.0024793176148944582,19,2111
PTDSS1,0.0024778226768830793,10,2112
STX10,0.0024438278924208134,12,2113
UBTD1,0.0024396288737824016,11,2114
RPL23A,0.0023928659976701493,27,2115
SORBS3,0.002378865424543619,10,2116
HAPSTR1,0.0023735874274279922,12,2117
C1orf122,0.0023678295443200375,14,2118
SMIM30,0.0023571603731917484,21,2119
CBR1,0.0023475450209595942,11,2120
GSTO2,0.0023247417200102723,11,2121
GCLM,0.0023192525629631496,11,2122
PTP4A1,0.0023106842754014698,13,2123
MDH1,0.0023105335168241126,35,2124
TAF12,0.0022919578530656345,11,2125
MZT2B,0.0022681744178823593,14,2126
PSMC2,0.0022569073353224667,16,2127
PLEKHB2,0.0022437640640418977,10,2128
PACSIN3,0.0022319720818712893,18,2129
DGUOK,0.002231601951419949,26,2130
PIM3,0.0022096122889446895,14,2131
SUMF2,0.002196306627328423,11,2132
DDA1,0.002180083794519305,10,2133
ATP6V1D,0.0021793601335957646,10,2134
STMP1,0.002164635726200816,28,2135
IQCE,0.002148876465590937,14,2136
CD47,0.0021413337319819746,19,2137
PAIP1,0.0021354794651935144,28,2138
SPRYD7,0.002135269931750372,10,2139
ATG101,0.0021337605139706284,10,2140
HSBP1L1,0.0020999529709418616,15,2141
AP3S1,0.002085417307997969,11,2142
SNRPA1,0.0020517030614428224,10,2143
DMAC1,0.0020464543777052313,12,2144
TMEM50A,0.002014638059439936,35,2145
CISD1,0.002006192259224398,21,2146
TBCB,0.001994345849379897,20,2147
PTGES2,0.0019572295925833964,11,2148
PFKP,0.0019491116448383157,12,2149
LGMN,0.0019424677069764585,10,2150
MRM2,0.0019398251490201801,10,2151
CAPZA2,0.0019282255463102566,14,2152
NEDD8,0.0019189318358574224,23,2153
SREBF1,0.0018604567449074239,10,2154
TSR3,0.0018513795595416532,14,2155
GMCL1,0.0018301412492292002,16,2156
DIABLO,0.001820412406232208,12,2157
TXNDC12,0.0017391540584087903,14,2158
PDLIM4,0.001692375575657934,11,2159
HSBP1,0.0016181179514835374,39,2160
SINHCAF,0.001583121944609697,14,2161
LYPLA2,0.0015508604643400758,10,2162
POLD3,0.0013924356317147613,10,2163
STARD3NL,0.0010850892693269997,10,2164
